date,縣市,鄉鎮,戶數,人口總,人口男,人口女
2007-03-01,總計,臺灣地區,7380217.0,22792780.0,11539693.0,11253087.0
2007-03-01,總計,臺灣省,5888276.0,18651530.0,9505179.0,9146351.0
2007-03-01,總計,新北市,1285668.0,3771528.0,1888465.0,1883063.0
2007-03-01,總計,宜蘭縣,145031.0,460211.0,236195.0,224016.0
2007-03-01,總計,桃園市,607502.0,1915521.0,973309.0,942212.0
2007-03-01,總計,新竹縣,143929.0,489334.0,253504.0,235830.0
2007-03-01,總計,苗栗縣,160956.0,559709.0,292586.0,267123.0
2007-03-01,總計,臺中市,437103.0,1544771.0,786970.0,757801.0
2007-03-01,總計,彰化縣,344856.0,1314822.0,678370.0,636452.0
2007-03-01,總計,南投縣,162641.0,534724.0,277245.0,257479.0
2007-03-01,總計,雲林縣,216366.0,727446.0,382312.0,345134.0
2007-03-01,總計,嘉義縣,167137.0,552819.0,290181.0,262638.0
2007-03-01,總計,臺南市,349995.0,1106114.0,568160.0,537954.0
2007-03-01,總計,高雄市,411275.0,1244560.0,641661.0,602899.0
2007-03-01,總計,屏東縣,264920.0,891915.0,461789.0,430126.0
2007-03-01,總計,臺東縣,77396.0,235226.0,124290.0,110936.0
2007-03-01,總計,花蓮縣,115543.0,344550.0,179387.0,165163.0
2007-03-01,總計,澎湖縣,30085.0,91950.0,47563.0,44387.0
2007-03-01,總計,基隆市,141042.0,390412.0,198113.0,192299.0
2007-03-01,總計,新竹市,128604.0,396261.0,198690.0,197571.0
2007-03-01,總計,臺中市,354930.0,1046372.0,512444.0,533928.0
2007-03-01,總計,嘉義市,89647.0,272221.0,134931.0,137290.0
2007-03-01,總計,臺南市,253650.0,761064.0,379014.0,382050.0
2007-03-01,總計,臺北市,939801.0,2626273.0,1278977.0,1347296.0
2007-03-01,總計,高雄市,552140.0,1514977.0,755537.0,759440.0
2007-03-01,總計,福建省,30613.0,87674.0,47049.0,40625.0
2007-03-01,總計,金門縣,28716.0,77873.0,41311.0,36562.0
2007-03-01,總計,連江縣,1897.0,9801.0,5738.0,4063.0
2007-03-01,新北市,板橋區,179223.0,544649.0,271929.0,272720.0
2007-03-01,新北市,三重區,129159.0,383506.0,192624.0,190882.0
2007-03-01,新北市,永和區,86712.0,235458.0,113846.0,121612.0
2007-03-01,新北市,中和區,144913.0,410116.0,204269.0,205847.0
2007-03-01,新北市,新莊區,126920.0,393330.0,195688.0,197642.0
2007-03-01,新北市,新店區,109172.0,289695.0,143478.0,146217.0
2007-03-01,新北市,土城區,77351.0,236970.0,119069.0,117901.0
2007-03-01,新北市,蘆洲區,60095.0,190296.0,94774.0,95522.0
2007-03-01,新北市,汐止區,72806.0,179174.0,89752.0,89422.0
2007-03-01,新北市,樹林區,50931.0,162792.0,82548.0,80244.0
2007-03-01,新北市,鶯歌區,25164.0,85157.0,43463.0,41694.0
2007-03-01,新北市,三峽區,29010.0,92302.0,47732.0,44570.0
2007-03-01,新北市,淡水區,48373.0,130334.0,64219.0,66115.0
2007-03-01,新北市,瑞芳區,15385.0,43630.0,22443.0,21187.0
2007-03-01,新北市,五股區,25088.0,76463.0,38968.0,37495.0
2007-03-01,新北市,泰山區,23980.0,73216.0,37121.0,36095.0
2007-03-01,新北市,林口區,20301.0,63015.0,31612.0,31403.0
2007-03-01,新北市,深坑區,7959.0,21777.0,11141.0,10636.0
2007-03-01,新北市,石碇區,3132.0,7927.0,4420.0,3507.0
2007-03-01,新北市,坪林區,2317.0,6612.0,3724.0,2888.0
2007-03-01,新北市,三芝區,8397.0,23494.0,12269.0,11225.0
2007-03-01,新北市,石門區,3594.0,11726.0,6232.0,5494.0
2007-03-01,新北市,八里區,10887.0,32394.0,16655.0,15739.0
2007-03-01,新北市,平溪區,2334.0,5769.0,3213.0,2556.0
2007-03-01,新北市,雙溪區,3768.0,9952.0,5383.0,4569.0
2007-03-01,新北市,貢寮區,4265.0,13943.0,7275.0,6668.0
2007-03-01,新北市,金山區,6348.0,22198.0,11351.0,10847.0
2007-03-01,新北市,萬里區,6420.0,20283.0,10518.0,9765.0
2007-03-01,新北市,烏來區,1664.0,5350.0,2749.0,2601.0
2007-03-01,宜蘭縣,宜蘭市,31473.0,95579.0,47428.0,48151.0
2007-03-01,宜蘭縣,羅東鎮,23903.0,74201.0,35726.0,38475.0
2007-03-01,宜蘭縣,蘇澳鎮,12979.0,43121.0,22450.0,20671.0
2007-03-01,宜蘭縣,頭城鎮,9106.0,31842.0,16544.0,15298.0
2007-03-01,宜蘭縣,礁溪鄉,11568.0,35986.0,18939.0,17047.0
2007-03-01,宜蘭縣,壯圍鄉,7689.0,25338.0,13405.0,11933.0
2007-03-01,宜蘭縣,員山鄉,10095.0,32444.0,17496.0,14948.0
2007-03-01,宜蘭縣,冬山鄉,16039.0,51174.0,26590.0,24584.0
2007-03-01,宜蘭縣,五結鄉,11916.0,37600.0,19711.0,17889.0
2007-03-01,宜蘭縣,三星鄉,6827.0,21237.0,11560.0,9677.0
2007-03-01,宜蘭縣,大同鄉,1752.0,5801.0,3224.0,2577.0
2007-03-01,宜蘭縣,南澳鄉,1684.0,5888.0,3122.0,2766.0
2007-03-01,桃園市,桃園區,130403.0,386556.0,190351.0,196205.0
2007-03-01,桃園市,中壢區,114694.0,355780.0,179117.0,176663.0
2007-03-01,桃園市,平鎮區,60510.0,201060.0,101973.0,99087.0
2007-03-01,桃園市,八德區,52418.0,171396.0,88284.0,83112.0
2007-03-01,桃園市,大溪區,26999.0,89512.0,46454.0,43058.0
2007-03-01,桃園市,楊梅區,42965.0,141088.0,72311.0,68777.0
2007-03-01,桃園市,蘆竹區,41581.0,128772.0,65073.0,63699.0
2007-03-01,桃園市,大園區,23423.0,79312.0,41473.0,37839.0
2007-03-01,桃園市,龜山區,45034.0,130138.0,66743.0,63395.0
2007-03-01,桃園市,龍潭區,34049.0,112077.0,57391.0,54686.0
2007-03-01,桃園市,新屋區,14215.0,49896.0,26679.0,23217.0
2007-03-01,桃園市,觀音區,17608.0,59175.0,31421.0,27754.0
2007-03-01,桃園市,復興區,3603.0,10759.0,6039.0,4720.0
2007-03-01,新竹縣,竹北市,37694.0,121183.0,61122.0,60061.0
2007-03-01,新竹縣,關西鎮,8740.0,32730.0,17499.0,15231.0
2007-03-01,新竹縣,新埔鎮,9770.0,36171.0,19217.0,16954.0
2007-03-01,新竹縣,竹東鎮,28305.0,95910.0,48516.0,47394.0
2007-03-01,新竹縣,湖口鄉,21621.0,73573.0,37898.0,35675.0
2007-03-01,新竹縣,橫山鄉,4150.0,14744.0,8063.0,6681.0
2007-03-01,新竹縣,新豐鄉,14316.0,51208.0,26605.0,24603.0
2007-03-01,新竹縣,芎林鄉,5862.0,20756.0,10935.0,9821.0
2007-03-01,新竹縣,寶山鄉,4388.0,13758.0,7457.0,6301.0
2007-03-01,新竹縣,北埔鄉,2937.0,10430.0,5658.0,4772.0
2007-03-01,新竹縣,峨眉鄉,1962.0,6162.0,3433.0,2729.0
2007-03-01,新竹縣,尖石鄉,2517.0,8193.0,4538.0,3655.0
2007-03-01,新竹縣,五峰鄉,1667.0,4516.0,2563.0,1953.0
2007-03-01,苗栗縣,苗栗市,27560.0,90782.0,46106.0,44676.0
2007-03-01,苗栗縣,苑裡鎮,13086.0,48961.0,25672.0,23289.0
2007-03-01,苗栗縣,通霄鎮,10836.0,39479.0,21115.0,18364.0
2007-03-01,苗栗縣,竹南鎮,21215.0,74401.0,38041.0,36360.0
2007-03-01,苗栗縣,頭份市,26644.0,93907.0,48162.0,45745.0
2007-03-01,苗栗縣,後龍鎮,11324.0,40664.0,21615.0,19049.0
2007-03-01,苗栗縣,卓蘭鎮,5684.0,18596.0,9910.0,8686.0
2007-03-01,苗栗縣,大湖鄉,5043.0,16375.0,8841.0,7534.0
2007-03-01,苗栗縣,公館鄉,9431.0,34623.0,18199.0,16424.0
2007-03-01,苗栗縣,銅鑼鄉,5814.0,20033.0,10694.0,9339.0
2007-03-01,苗栗縣,南庄鄉,3797.0,11589.0,6459.0,5130.0
2007-03-01,苗栗縣,頭屋鄉,3430.0,11973.0,6298.0,5675.0
2007-03-01,苗栗縣,三義鄉,5043.0,17836.0,9447.0,8389.0
2007-03-01,苗栗縣,西湖鄉,2549.0,8076.0,4487.0,3589.0
2007-03-01,苗栗縣,造橋鄉,3850.0,13959.0,7379.0,6580.0
2007-03-01,苗栗縣,三灣鄉,2274.0,7561.0,4111.0,3450.0
2007-03-01,苗栗縣,獅潭鄉,1596.0,5199.0,2906.0,2293.0
2007-03-01,苗栗縣,泰安鄉,1780.0,5695.0,3144.0,2551.0
2007-03-01,臺中市,豐原區,46432.0,164071.0,82007.0,82064.0
2007-03-01,臺中市,大里區,57011.0,190537.0,95107.0,95430.0
2007-03-01,臺中市,太平區,51670.0,171138.0,86275.0,84863.0
2007-03-01,臺中市,東勢區,16431.0,55129.0,28777.0,26352.0
2007-03-01,臺中市,大甲區,20627.0,79542.0,40419.0,39123.0
2007-03-01,臺中市,清水區,23597.0,85746.0,44450.0,41296.0
2007-03-01,臺中市,沙鹿區,20819.0,77616.0,39707.0,37909.0
2007-03-01,臺中市,梧棲區,15075.0,53890.0,27463.0,26427.0
2007-03-01,臺中市,后里區,14088.0,54630.0,28367.0,26263.0
2007-03-01,臺中市,神岡區,16745.0,64212.0,33152.0,31060.0
2007-03-01,臺中市,潭子區,29658.0,96619.0,48517.0,48102.0
2007-03-01,臺中市,大雅區,24548.0,87186.0,44276.0,42910.0
2007-03-01,臺中市,新社區,7069.0,25814.0,13658.0,12156.0
2007-03-01,臺中市,石岡區,4609.0,16183.0,8425.0,7758.0
2007-03-01,臺中市,外埔區,8177.0,31681.0,16395.0,15286.0
2007-03-01,臺中市,大安區,5085.0,20775.0,10987.0,9788.0
2007-03-01,臺中市,烏日區,18794.0,67199.0,34323.0,32876.0
2007-03-01,臺中市,大肚區,15063.0,55870.0,28780.0,27090.0
2007-03-01,臺中市,龍井區,19211.0,71425.0,36582.0,34843.0
2007-03-01,臺中市,霧峰區,17895.0,64554.0,33272.0,31282.0
2007-03-01,臺中市,和平區,4499.0,10954.0,6031.0,4923.0
2007-03-01,彰化縣,彰化市,67831.0,235575.0,118157.0,117418.0
2007-03-01,彰化縣,鹿港鎮,20959.0,85063.0,43695.0,41368.0
2007-03-01,彰化縣,和美鎮,22531.0,88897.0,45755.0,43142.0
2007-03-01,彰化縣,北斗鎮,9366.0,33487.0,17038.0,16449.0
2007-03-01,彰化縣,員林市,34825.0,126248.0,63875.0,62373.0
2007-03-01,彰化縣,溪湖鎮,14304.0,56568.0,29090.0,27478.0
2007-03-01,彰化縣,田中鎮,12016.0,45226.0,23816.0,21410.0
2007-03-01,彰化縣,二林鎮,13725.0,55419.0,28677.0,26742.0
2007-03-01,彰化縣,線西鄉,3894.0,17011.0,8787.0,8224.0
2007-03-01,彰化縣,伸港鄉,8347.0,35551.0,18362.0,17189.0
2007-03-01,彰化縣,福興鄉,11338.0,48818.0,25657.0,23161.0
2007-03-01,彰化縣,秀水鄉,9064.0,38689.0,20098.0,18591.0
2007-03-01,彰化縣,花壇鄉,12119.0,46340.0,23982.0,22358.0
2007-03-01,彰化縣,芬園鄉,6706.0,25402.0,13489.0,11913.0
2007-03-01,彰化縣,大村鄉,9673.0,36488.0,19125.0,17363.0
2007-03-01,彰化縣,埔鹽鄉,8455.0,34851.0,18371.0,16480.0
2007-03-01,彰化縣,埔心鄉,9383.0,35460.0,18423.0,17037.0
2007-03-01,彰化縣,永靖鄉,9922.0,39913.0,20782.0,19131.0
2007-03-01,彰化縣,社頭鄉,11788.0,45570.0,23529.0,22041.0
2007-03-01,彰化縣,二水鄉,5151.0,17226.0,9131.0,8095.0
2007-03-01,彰化縣,田尾鄉,7421.0,29217.0,15238.0,13979.0
2007-03-01,彰化縣,埤頭鄉,8134.0,32091.0,16875.0,15216.0
2007-03-01,彰化縣,芳苑鄉,9782.0,37227.0,19803.0,17424.0
2007-03-01,彰化縣,大城鄉,5272.0,19409.0,10623.0,8786.0
2007-03-01,彰化縣,竹塘鄉,4448.0,16800.0,8895.0,7905.0
2007-03-01,彰化縣,溪州鄉,8402.0,32276.0,17097.0,15179.0
2007-03-01,南投縣,南投市,31777.0,105617.0,53426.0,52191.0
2007-03-01,南投縣,埔里鎮,27220.0,86551.0,43991.0,42560.0
2007-03-01,南投縣,草屯鎮,29085.0,99766.0,50757.0,49009.0
2007-03-01,南投縣,竹山鎮,17799.0,59362.0,30831.0,28531.0
2007-03-01,南投縣,集集鎮,4066.0,12195.0,6429.0,5766.0
2007-03-01,南投縣,名間鄉,11609.0,41756.0,22103.0,19653.0
2007-03-01,南投縣,鹿谷鄉,6201.0,19712.0,10528.0,9184.0
2007-03-01,南投縣,中寮鄉,5370.0,16714.0,9157.0,7557.0
2007-03-01,南投縣,魚池鄉,5566.0,17421.0,9319.0,8102.0
2007-03-01,南投縣,國姓鄉,6984.0,21711.0,11921.0,9790.0
2007-03-01,南投縣,水里鄉,7139.0,21176.0,11160.0,10016.0
2007-03-01,南投縣,信義鄉,5003.0,17257.0,9410.0,7847.0
2007-03-01,南投縣,仁愛鄉,4822.0,15486.0,8213.0,7273.0
2007-03-01,雲林縣,斗六市,31973.0,105111.0,53239.0,51872.0
2007-03-01,雲林縣,斗南鎮,14527.0,47911.0,24508.0,23403.0
2007-03-01,雲林縣,虎尾鎮,20666.0,69003.0,35323.0,33680.0
2007-03-01,雲林縣,西螺鎮,13444.0,49193.0,25176.0,24017.0
2007-03-01,雲林縣,土庫鎮,8297.0,31303.0,16471.0,14832.0
2007-03-01,雲林縣,北港鎮,14713.0,44559.0,23267.0,21292.0
2007-03-01,雲林縣,古坑鄉,10198.0,35008.0,18552.0,16456.0
2007-03-01,雲林縣,大埤鄉,6355.0,22012.0,11746.0,10266.0
2007-03-01,雲林縣,莿桐鄉,8617.0,31075.0,16320.0,14755.0
2007-03-01,雲林縣,林內鄉,5492.0,20514.0,10755.0,9759.0
2007-03-01,雲林縣,二崙鄉,8499.0,30839.0,16571.0,14268.0
2007-03-01,雲林縣,崙背鄉,7929.0,28292.0,15046.0,13246.0
2007-03-01,雲林縣,麥寮鄉,11058.0,33077.0,17707.0,15370.0
2007-03-01,雲林縣,東勢鄉,5571.0,17847.0,9680.0,8167.0
2007-03-01,雲林縣,褒忠鄉,4112.0,14932.0,7985.0,6947.0
2007-03-01,雲林縣,臺西鄉,8367.0,27549.0,14871.0,12678.0
2007-03-01,雲林縣,元長鄉,9022.0,30004.0,16385.0,13619.0
2007-03-01,雲林縣,四湖鄉,8661.0,27822.0,15391.0,12431.0
2007-03-01,雲林縣,口湖鄉,9268.0,31382.0,16848.0,14534.0
2007-03-01,雲林縣,水林鄉,9597.0,30013.0,16471.0,13542.0
2007-03-01,嘉義縣,太保市,10117.0,35227.0,18341.0,16886.0
2007-03-01,嘉義縣,朴子市,13411.0,44330.0,22793.0,21537.0
2007-03-01,嘉義縣,布袋鎮,9818.0,31515.0,16360.0,15155.0
2007-03-01,嘉義縣,大林鎮,10814.0,34585.0,17904.0,16681.0
2007-03-01,嘉義縣,民雄鄉,21328.0,72726.0,37580.0,35146.0
2007-03-01,嘉義縣,溪口鄉,5145.0,16938.0,9061.0,7877.0
2007-03-01,嘉義縣,新港鄉,9992.0,35510.0,18784.0,16726.0
2007-03-01,嘉義縣,六腳鄉,8860.0,27522.0,14629.0,12893.0
2007-03-01,嘉義縣,東石鄉,9045.0,28906.0,15437.0,13469.0
2007-03-01,嘉義縣,義竹鄉,7191.0,21968.0,11449.0,10519.0
2007-03-01,嘉義縣,鹿草鄉,5497.0,17527.0,9415.0,8112.0
2007-03-01,嘉義縣,水上鄉,16988.0,53875.0,28126.0,25749.0
2007-03-01,嘉義縣,中埔鄉,14308.0,48213.0,25281.0,22932.0
2007-03-01,嘉義縣,竹崎鄉,10987.0,39601.0,21150.0,18451.0
2007-03-01,嘉義縣,梅山鄉,6259.0,22435.0,11932.0,10503.0
2007-03-01,嘉義縣,番路鄉,3709.0,11852.0,6485.0,5367.0
2007-03-01,嘉義縣,大埔鄉,1741.0,3928.0,2139.0,1789.0
2007-03-01,嘉義縣,阿里山鄉,1927.0,6161.0,3315.0,2846.0
2007-03-01,臺南市,新營區,25897.0,78954.0,39719.0,39235.0
2007-03-01,臺南市,永康區,69239.0,209150.0,104736.0,104414.0
2007-03-01,臺南市,鹽水區,9556.0,28010.0,14631.0,13379.0
2007-03-01,臺南市,白河區,10683.0,32622.0,17310.0,15312.0
2007-03-01,臺南市,麻豆區,14126.0,46387.0,23859.0,22528.0
2007-03-01,臺南市,佳里區,18104.0,59203.0,29608.0,29595.0
2007-03-01,臺南市,新化區,12990.0,44694.0,23004.0,21690.0
2007-03-01,臺南市,善化區,13315.0,42261.0,21617.0,20644.0
2007-03-01,臺南市,學甲區,9120.0,28767.0,14819.0,13948.0
2007-03-01,臺南市,柳營區,7504.0,23343.0,12246.0,11097.0
2007-03-01,臺南市,後壁區,8320.0,26666.0,13889.0,12777.0
2007-03-01,臺南市,東山區,7982.0,23924.0,12838.0,11086.0
2007-03-01,臺南市,下營區,8798.0,26903.0,13961.0,12942.0
2007-03-01,臺南市,六甲區,7328.0,24532.0,12798.0,11734.0
2007-03-01,臺南市,官田區,7449.0,22746.0,11779.0,10967.0
2007-03-01,臺南市,大內區,3999.0,11449.0,6132.0,5317.0
2007-03-01,臺南市,西港區,7483.0,25705.0,13183.0,12522.0
2007-03-01,臺南市,七股區,7690.0,25193.0,13243.0,11950.0
2007-03-01,臺南市,將軍區,7228.0,22294.0,11446.0,10848.0
2007-03-01,臺南市,北門區,4161.0,12752.0,6581.0,6171.0
2007-03-01,臺南市,新市區,10321.0,35772.0,18036.0,17736.0
2007-03-01,臺南市,安定區,8542.0,29885.0,15570.0,14315.0
2007-03-01,臺南市,山上區,2671.0,8104.0,4296.0,3808.0
2007-03-01,臺南市,玉井區,4978.0,15977.0,8348.0,7629.0
2007-03-01,臺南市,楠西區,3583.0,11110.0,5938.0,5172.0
2007-03-01,臺南市,南化區,2805.0,9013.0,4956.0,4057.0
2007-03-01,臺南市,左鎮區,1922.0,5682.0,3146.0,2536.0
2007-03-01,臺南市,仁德區,23059.0,68161.0,35302.0,32859.0
2007-03-01,臺南市,歸仁區,19170.0,65225.0,33368.0,31857.0
2007-03-01,臺南市,關廟區,10438.0,37237.0,19403.0,17834.0
2007-03-01,臺南市,龍崎區,1534.0,4393.0,2398.0,1995.0
2007-03-01,高雄市,鳳山區,120240.0,338873.0,170183.0,168690.0
2007-03-01,高雄市,岡山區,31572.0,95616.0,48454.0,47162.0
2007-03-01,高雄市,旗山區,13487.0,41314.0,21699.0,19615.0
2007-03-01,高雄市,美濃區,13454.0,44371.0,23341.0,21030.0
2007-03-01,高雄市,林園區,23244.0,71521.0,36980.0,34541.0
2007-03-01,高雄市,大寮區,36128.0,109298.0,57209.0,52089.0
2007-03-01,高雄市,大樹區,12790.0,45021.0,23448.0,21573.0
2007-03-01,高雄市,仁武區,22633.0,66658.0,34519.0,32139.0
2007-03-01,高雄市,大社區,11080.0,32599.0,16804.0,15795.0
2007-03-01,高雄市,鳥松區,15413.0,41096.0,21023.0,20073.0
2007-03-01,高雄市,橋頭區,12202.0,36774.0,18965.0,17809.0
2007-03-01,高雄市,燕巢區,9516.0,31312.0,16824.0,14488.0
2007-03-01,高雄市,田寮區,3605.0,8678.0,4864.0,3814.0
2007-03-01,高雄市,阿蓮區,8809.0,30947.0,15677.0,15270.0
2007-03-01,高雄市,路竹區,15252.0,54610.0,28012.0,26598.0
2007-03-01,高雄市,湖內區,8931.0,28694.0,14889.0,13805.0
2007-03-01,高雄市,茄萣區,9844.0,32135.0,16882.0,15253.0
2007-03-01,高雄市,永安區,5541.0,14281.0,7341.0,6940.0
2007-03-01,高雄市,彌陀區,6366.0,20915.0,10990.0,9925.0
2007-03-01,高雄市,梓官區,11433.0,37462.0,19636.0,17826.0
2007-03-01,高雄市,六龜區,5621.0,15744.0,8605.0,7139.0
2007-03-01,高雄市,甲仙區,2582.0,8338.0,4499.0,3839.0
2007-03-01,高雄市,杉林區,3972.0,11521.0,6349.0,5172.0
2007-03-01,高雄市,內門區,4968.0,16700.0,9126.0,7574.0
2007-03-01,高雄市,茂林區,519.0,1768.0,904.0,864.0
2007-03-01,高雄市,桃源區,1205.0,4821.0,2595.0,2226.0
2007-03-01,高雄市,三民區,868.0,3493.0,1843.0,1650.0
2007-03-01,屏東縣,屏東市,70181.0,216285.0,108631.0,107654.0
2007-03-01,屏東縣,潮州鎮,17398.0,56977.0,28837.0,28140.0
2007-03-01,屏東縣,東港鎮,14426.0,50345.0,25762.0,24583.0
2007-03-01,屏東縣,恆春鎮,10157.0,31305.0,16310.0,14995.0
2007-03-01,屏東縣,萬丹鄉,13582.0,54408.0,28292.0,26116.0
2007-03-01,屏東縣,長治鄉,9359.0,30946.0,16316.0,14630.0
2007-03-01,屏東縣,麟洛鄉,3426.0,11760.0,6095.0,5665.0
2007-03-01,屏東縣,九如鄉,6358.0,23237.0,12091.0,11146.0
2007-03-01,屏東縣,里港鄉,7726.0,26547.0,13692.0,12855.0
2007-03-01,屏東縣,鹽埔鄉,7416.0,27878.0,14599.0,13279.0
2007-03-01,屏東縣,高樹鄉,9492.0,27733.0,14893.0,12840.0
2007-03-01,屏東縣,萬巒鄉,6263.0,22857.0,12103.0,10754.0
2007-03-01,屏東縣,內埔鄉,17061.0,59559.0,31197.0,28362.0
2007-03-01,屏東縣,竹田鄉,5363.0,18635.0,9963.0,8672.0
2007-03-01,屏東縣,新埤鄉,3266.0,11103.0,5915.0,5188.0
2007-03-01,屏東縣,枋寮鄉,8251.0,27551.0,14645.0,12906.0
2007-03-01,屏東縣,新園鄉,10757.0,39876.0,20725.0,19151.0
2007-03-01,屏東縣,崁頂鄉,3894.0,16847.0,8729.0,8118.0
2007-03-01,屏東縣,林邊鄉,6143.0,21396.0,11128.0,10268.0
2007-03-01,屏東縣,南州鄉,3564.0,12236.0,6305.0,5931.0
2007-03-01,屏東縣,佳冬鄉,6564.0,21934.0,11498.0,10436.0
2007-03-01,屏東縣,琉球鄉,3695.0,12754.0,7072.0,5682.0
2007-03-01,屏東縣,車城鄉,3382.0,10234.0,5534.0,4700.0
2007-03-01,屏東縣,滿州鄉,2955.0,8759.0,4803.0,3956.0
2007-03-01,屏東縣,枋山鄉,2099.0,6303.0,3399.0,2904.0
2007-03-01,屏東縣,三地門鄉,1998.0,7269.0,3734.0,3535.0
2007-03-01,屏東縣,霧臺鄉,808.0,2815.0,1508.0,1307.0
2007-03-01,屏東縣,瑪家鄉,1801.0,6573.0,3458.0,3115.0
2007-03-01,屏東縣,泰武鄉,1065.0,4954.0,2639.0,2315.0
2007-03-01,屏東縣,來義鄉,2060.0,7861.0,4043.0,3818.0
2007-03-01,屏東縣,春日鄉,1248.0,5037.0,2648.0,2389.0
2007-03-01,屏東縣,獅子鄉,1409.0,5010.0,2667.0,2343.0
2007-03-01,屏東縣,牡丹鄉,1753.0,4931.0,2558.0,2373.0
2007-03-01,臺東縣,臺東市,36609.0,110437.0,56524.0,53913.0
2007-03-01,臺東縣,成功鎮,5287.0,16616.0,8913.0,7703.0
2007-03-01,臺東縣,關山鎮,3158.0,10064.0,5321.0,4743.0
2007-03-01,臺東縣,卑南鄉,6382.0,18624.0,10284.0,8340.0
2007-03-01,臺東縣,大武鄉,2471.0,7270.0,3827.0,3443.0
2007-03-01,臺東縣,太麻里鄉,4465.0,12371.0,6663.0,5708.0
2007-03-01,臺東縣,東河鄉,3417.0,9848.0,5477.0,4371.0
2007-03-01,臺東縣,長濱鄉,2799.0,8960.0,5087.0,3873.0
2007-03-01,臺東縣,鹿野鄉,3097.0,9083.0,4937.0,4146.0
2007-03-01,臺東縣,池上鄉,3181.0,9599.0,5146.0,4453.0
2007-03-01,臺東縣,綠島鄉,865.0,3048.0,1607.0,1441.0
2007-03-01,臺東縣,延平鄉,1052.0,3665.0,2055.0,1610.0
2007-03-01,臺東縣,海端鄉,1076.0,4612.0,2520.0,2092.0
2007-03-01,臺東縣,達仁鄉,1395.0,3784.0,2098.0,1686.0
2007-03-01,臺東縣,金峰鄉,973.0,3338.0,1769.0,1569.0
2007-03-01,臺東縣,蘭嶼鄉,1169.0,3907.0,2062.0,1845.0
2007-03-01,花蓮縣,花蓮市,38468.0,109543.0,54313.0,55230.0
2007-03-01,花蓮縣,鳳林鎮,4369.0,12614.0,6688.0,5926.0
2007-03-01,花蓮縣,玉里鎮,8730.0,28505.0,15628.0,12877.0
2007-03-01,花蓮縣,新城鄉,7113.0,20639.0,10778.0,9861.0
2007-03-01,花蓮縣,吉安鄉,26983.0,78795.0,40705.0,38090.0
2007-03-01,花蓮縣,壽豐鄉,6634.0,19547.0,10701.0,8846.0
2007-03-01,花蓮縣,光復鄉,4964.0,14903.0,8000.0,6903.0
2007-03-01,花蓮縣,豐濱鄉,1802.0,5427.0,3030.0,2397.0
2007-03-01,花蓮縣,瑞穗鄉,4477.0,13564.0,7360.0,6204.0
2007-03-01,花蓮縣,富里鄉,3865.0,12200.0,6756.0,5444.0
2007-03-01,花蓮縣,秀林鄉,4409.0,15014.0,7897.0,7117.0
2007-03-01,花蓮縣,萬榮鄉,2135.0,7179.0,3851.0,3328.0
2007-03-01,花蓮縣,卓溪鄉,1594.0,6620.0,3680.0,2940.0
2007-03-01,澎湖縣,馬公市,17556.0,54112.0,27637.0,26475.0
2007-03-01,澎湖縣,湖西鄉,4237.0,12889.0,6746.0,6143.0
2007-03-01,澎湖縣,白沙鄉,2912.0,9173.0,4863.0,4310.0
2007-03-01,澎湖縣,西嶼鄉,2633.0,8169.0,4251.0,3918.0
2007-03-01,澎湖縣,望安鄉,1674.0,4449.0,2380.0,2069.0
2007-03-01,澎湖縣,七美鄉,1073.0,3158.0,1686.0,1472.0
2007-03-01,基隆市,中正區,21491.0,57896.0,29862.0,28034.0
2007-03-01,基隆市,七堵區,18901.0,55122.0,28128.0,26994.0
2007-03-01,基隆市,暖暖區,13938.0,38493.0,19721.0,18772.0
2007-03-01,基隆市,仁愛區,18504.0,50112.0,25072.0,25040.0
2007-03-01,基隆市,中山區,18647.0,52872.0,27183.0,25689.0
2007-03-01,基隆市,安樂區,30440.0,85023.0,42529.0,42494.0
2007-03-01,基隆市,信義區,19121.0,50894.0,25618.0,25276.0
2007-03-01,新竹市,東區,62510.0,189057.0,93994.0,95063.0
2007-03-01,新竹市,北區,45572.0,137759.0,69033.0,68726.0
2007-03-01,新竹市,香山區,20522.0,69445.0,35663.0,33782.0
2007-03-01,臺中市,中區,8300.0,23645.0,11747.0,11898.0
2007-03-01,臺中市,東區,24508.0,73268.0,37346.0,35922.0
2007-03-01,臺中市,西區,40745.0,116191.0,56277.0,59914.0
2007-03-01,臺中市,南區,38488.0,109337.0,53528.0,55809.0
2007-03-01,臺中市,北區,52790.0,146775.0,71676.0,75099.0
2007-03-01,臺中市,西屯區,65557.0,195960.0,95993.0,99967.0
2007-03-01,臺中市,南屯區,47654.0,144029.0,69821.0,74208.0
2007-03-01,臺中市,北屯區,76888.0,237167.0,116056.0,121111.0
2007-03-01,嘉義市,東區,42878.0,128434.0,63146.0,65288.0
2007-03-01,嘉義市,西區,46769.0,143787.0,71785.0,72002.0
2007-03-01,臺南市,東區,67374.0,192959.0,94061.0,98898.0
2007-03-01,臺南市,南區,41555.0,128076.0,64666.0,63410.0
2007-03-01,臺南市,北區,44567.0,127832.0,63718.0,64114.0
2007-03-01,臺南市,安南區,50046.0,172629.0,88347.0,84282.0
2007-03-01,臺南市,安平區,20600.0,57921.0,27887.0,30034.0
2007-03-01,臺南市,中西區,29508.0,81647.0,40335.0,41312.0
